run,type,module,name,attrname,attrvalue,value,vectime,vecvalue
targetDc-23-20240613-07:46:58-6431,runattr,,,inifile,omnetpp.ini,,,
targetDc-23-20240613-07:46:58-6431,runattr,,,iterationvars,,,,
targetDc-23-20240613-07:46:58-6431,runattr,,,iterationvarsf,,,,
targetDc-23-20240613-07:46:58-6431,runattr,,,measurement,,,,
targetDc-23-20240613-07:46:58-6431,runattr,,,network,SimpleFogNetwork,,,
targetDc-23-20240613-07:46:58-6431,runattr,,,processid,6431,,,
targetDc-23-20240613-07:46:58-6431,runattr,,,repetition,23,,,
targetDc-23-20240613-07:46:58-6431,runattr,,,replication,#23,,,
targetDc-23-20240613-07:46:58-6431,runattr,,,resultdir,results,,,
targetDc-23-20240613-07:46:58-6431,runattr,,,runnumber,23,,,
targetDc-23-20240613-07:46:58-6431,runattr,,,seedset,23,,,
targetDc-23-20240613-07:46:58-6431,param,,,*.serviceName,"""service""",,,
targetDc-23-20240613-07:46:58-6431,param,,,**.local.ipv4Delayer.config,"xmldoc(""local.xml"")",,,
targetDc-23-20240613-07:46:58-6431,param,,,**.metropolitan.ipv4Delayer.config,"xmldoc(""metropolitan.xml"")",,,
targetDc-23-20240613-07:46:58-6431,param,,,**.backbone.ipv4Delayer.config,"xmldoc(""backbone.xml"")",,,
targetDc-23-20240613-07:46:58-6431,param,,,*.simData.simSchema.typename,"""SimSchemaMySQL""",,,
targetDc-23-20240613-07:46:58-6431,param,,,*.simData.simSchema.hostName,"""tcp://127.0.0.1:3306""",,,
targetDc-23-20240613-07:46:58-6431,param,,,*.simData.manager.experiment,"""Test""",,,
targetDc-23-20240613-07:46:58-6431,param,,,**.ipv4.arp.typename,"""GlobalArp""",,,
targetDc-23-20240613-07:46:58-6431,param,,,*.*.ipv4.routingTable.netmaskRoutes,"""""",,,
targetDc-23-20240613-07:46:58-6431,param,,,*.dc.numBlades,40,,,
targetDc-23-20240613-07:46:58-6431,param,,,*.dc.blade[*].staticAppAssignment,false,,,
targetDc-23-20240613-07:46:58-6431,param,,,*.dc.blade[*].isVirtualHardware,true,,,
targetDc-23-20240613-07:46:58-6431,param,,,*.dc.blade[*].maxUsers,16,,,
targetDc-23-20240613-07:46:58-6431,param,,,*.dc.blade[*].maxVMs,16,,,
targetDc-23-20240613-07:46:58-6431,param,,,*.dc.blade[*].numCpuCores,16,,,
targetDc-23-20240613-07:46:58-6431,param,,,*.dc.blade[*].memorySize,64GB,,,
targetDc-23-20240613-07:46:58-6431,param,,,*.dc.blade[*].diskSize,4000GB,,,
targetDc-23-20240613-07:46:58-6431,param,,,*.dc.blade[*].diskReadBandwidth,500Mbps,,,
targetDc-23-20240613-07:46:58-6431,param,,,*.dc.blade[*].diskWriteBandwidth,500Mbps,,,
targetDc-23-20240613-07:46:58-6431,param,,,*.dc.blade[*].cpu.cpuCore[*].speed,60000,,,
targetDc-23-20240613-07:46:58-6431,param,,,*.dc.blade[*].cpu.cpuCore[*].tick,60s,,,
targetDc-23-20240613-07:46:58-6431,param,,,*.fg.numBlades,10,,,
targetDc-23-20240613-07:46:58-6431,param,,,*.fg.blade[*].staticAppAssignment,false,,,
targetDc-23-20240613-07:46:58-6431,param,,,*.fg.blade[*].isVirtualHardware,true,,,
targetDc-23-20240613-07:46:58-6431,param,,,*.fg.blade[*].maxUsers,8,,,
targetDc-23-20240613-07:46:58-6431,param,,,*.fg.blade[*].maxVMs,8,,,
targetDc-23-20240613-07:46:58-6431,param,,,*.fg.blade[*].numCpuCores,8,,,
targetDc-23-20240613-07:46:58-6431,param,,,*.fg.blade[*].memorySize,16GB,,,
targetDc-23-20240613-07:46:58-6431,param,,,*.fg.blade[*].diskSize,2000GB,,,
targetDc-23-20240613-07:46:58-6431,param,,,*.fg.blade[*].diskReadBandwidth,500Mbps,,,
targetDc-23-20240613-07:46:58-6431,param,,,*.fg.blade[*].diskWriteBandwidth,500Mbps,,,
targetDc-23-20240613-07:46:58-6431,param,,,*.fg.blade[*].cpu.cpuCore[*].speed,60000,,,
targetDc-23-20240613-07:46:58-6431,param,,,*.fg.blade[*].cpu.cpuCore[*].tick,60s,,,
targetDc-23-20240613-07:46:58-6431,param,,,*.configurator.config,"xml(""<config> 	<interface hosts='*.dns' address='10.0.0.1'/> 	<interface hosts='**' address='10.x.x.x' netmask='255.x.x.x'/> </config>"")",,,
targetDc-23-20240613-07:46:58-6431,param,,,*.controller.hy.apps,"""SmartHomeAppEndToEnd""",,,
targetDc-23-20240613-07:46:58-6431,param,,,*.controller.ns.dns,"""10.0.0.1""",,,
targetDc-23-20240613-07:46:58-6431,param,,,**.dc.**.enableQueue,false,,,
targetDc-23-20240613-07:46:58-6431,param,,,**.dc.**.hasCloudEvents,false,,,
targetDc-23-20240613-07:46:58-6431,param,,,**.dc.serviceDeployed,"""service""",,,
targetDc-23-20240613-07:46:58-6431,param,,,**.fg.**.enableQueue,false,,,
targetDc-23-20240613-07:46:58-6431,param,,,**.fg.**.hasCloudEvents,false,,,
targetDc-23-20240613-07:46:58-6431,param,,,**.fg.serviceDeployed,"""service2""",,,
targetDc-23-20240613-07:46:58-6431,param,,,**.dc.stack.numApps,1,,,
targetDc-23-20240613-07:46:58-6431,param,,,**.dc.stack.app[0].typename,"""SimService""",,,
targetDc-23-20240613-07:46:58-6431,param,,,**.dc.stack.app[0].replyDelay,0s,,,
targetDc-23-20240613-07:46:58-6431,param,,,**.dc.stack.app[0].localPort,443,,,
targetDc-23-20240613-07:46:58-6431,param,,,**.fg.stack.numApps,1,,,
targetDc-23-20240613-07:46:58-6431,param,,,**.fg.stack.app[0].typename,"""SimService""",,,
targetDc-23-20240613-07:46:58-6431,param,,,**.fg.stack.app[0].replyDelay,0s,,,
targetDc-23-20240613-07:46:58-6431,param,,,**.fg.stack.app[0].localPort,443,,,
targetDc-15-20240613-07:46:49-6431,runattr,,,configname,targetDc,,,
targetDc-15-20240613-07:46:49-6431,runattr,,,datetime,20240613-07:46:49,,,
targetDc-15-20240613-07:46:49-6431,runattr,,,experiment,targetDc,,,
targetDc-15-20240613-07:46:49-6431,runattr,,,inifile,omnetpp.ini,,,
targetDc-15-20240613-07:46:49-6431,runattr,,,iterationvars,,,,
targetDc-15-20240613-07:46:49-6431,runattr,,,iterationvarsf,,,,
targetDc-15-20240613-07:46:49-6431,runattr,,,measurement,,,,
targetDc-15-20240613-07:46:49-6431,runattr,,,network,SimpleFogNetwork,,,
targetDc-15-20240613-07:46:49-6431,runattr,,,processid,6431,,,
targetDc-15-20240613-07:46:49-6431,runattr,,,repetition,15,,,
targetDc-15-20240613-07:46:49-6431,runattr,,,replication,#15,,,
targetDc-15-20240613-07:46:49-6431,runattr,,,resultdir,results,,,
targetDc-15-20240613-07:46:49-6431,runattr,,,runnumber,15,,,
targetDc-15-20240613-07:46:49-6431,runattr,,,seedset,15,,,
targetDc-15-20240613-07:46:49-6431,param,,,*.serviceName,"""service""",,,
targetDc-15-20240613-07:46:49-6431,param,,,**.local.ipv4Delayer.config,"xmldoc(""local.xml"")",,,
targetDc-15-20240613-07:46:49-6431,param,,,**.metropolitan.ipv4Delayer.config,"xmldoc(""metropolitan.xml"")",,,
targetDc-15-20240613-07:46:49-6431,param,,,**.backbone.ipv4Delayer.config,"xmldoc(""backbone.xml"")",,,
targetDc-15-20240613-07:46:49-6431,param,,,*.simData.simSchema.typename,"""SimSchemaMySQL""",,,
targetDc-15-20240613-07:46:49-6431,param,,,*.simData.simSchema.hostName,"""tcp://127.0.0.1:3306""",,,
targetDc-15-20240613-07:46:49-6431,param,,,*.simData.manager.experiment,"""Test""",,,
targetDc-15-20240613-07:46:49-6431,param,,,**.ipv4.arp.typename,"""GlobalArp""",,,
targetDc-15-20240613-07:46:49-6431,param,,,*.*.ipv4.routingTable.netmaskRoutes,"""""",,,
targetDc-15-20240613-07:46:49-6431,param,,,*.dc.numBlades,40,,,
targetDc-15-20240613-07:46:49-6431,param,,,*.dc.blade[*].staticAppAssignment,false,,,
targetDc-15-20240613-07:46:49-6431,param,,,*.dc.blade[*].isVirtualHardware,true,,,
targetDc-15-20240613-07:46:49-6431,param,,,*.dc.blade[*].maxUsers,16,,,
targetDc-15-20240613-07:46:49-6431,param,,,*.dc.blade[*].maxVMs,16,,,
targetDc-15-20240613-07:46:49-6431,param,,,*.dc.blade[*].numCpuCores,16,,,
targetDc-15-20240613-07:46:49-6431,param,,,*.dc.blade[*].memorySize,64GB,,,
targetDc-15-20240613-07:46:49-6431,param,,,*.dc.blade[*].diskSize,4000GB,,,
targetDc-15-20240613-07:46:49-6431,param,,,*.dc.blade[*].diskReadBandwidth,500Mbps,,,
targetDc-15-20240613-07:46:49-6431,param,,,*.dc.blade[*].diskWriteBandwidth,500Mbps,,,
targetDc-15-20240613-07:46:49-6431,param,,,*.dc.blade[*].cpu.cpuCore[*].speed,60000,,,
targetDc-15-20240613-07:46:49-6431,param,,,*.dc.blade[*].cpu.cpuCore[*].tick,60s,,,
targetDc-15-20240613-07:46:49-6431,param,,,*.fg.numBlades,10,,,
targetDc-15-20240613-07:46:49-6431,param,,,*.fg.blade[*].staticAppAssignment,false,,,
targetDc-15-20240613-07:46:49-6431,param,,,*.fg.blade[*].isVirtualHardware,true,,,
targetDc-15-20240613-07:46:49-6431,param,,,*.fg.blade[*].maxUsers,8,,,
targetDc-15-20240613-07:46:49-6431,param,,,*.fg.blade[*].maxVMs,8,,,
targetDc-15-20240613-07:46:49-6431,param,,,*.fg.blade[*].numCpuCores,8,,,
targetDc-15-20240613-07:46:49-6431,param,,,*.fg.blade[*].memorySize,16GB,,,
targetDc-15-20240613-07:46:49-6431,param,,,*.fg.blade[*].diskSize,2000GB,,,
targetDc-15-20240613-07:46:49-6431,param,,,*.fg.blade[*].diskReadBandwidth,500Mbps,,,
targetDc-15-20240613-07:46:49-6431,param,,,*.fg.blade[*].diskWriteBandwidth,500Mbps,,,
targetDc-15-20240613-07:46:49-6431,param,,,*.fg.blade[*].cpu.cpuCore[*].speed,60000,,,
targetDc-15-20240613-07:46:49-6431,param,,,*.fg.blade[*].cpu.cpuCore[*].tick,60s,,,
targetDc-15-20240613-07:46:49-6431,param,,,*.configurator.config,"xml(""<config> 	<interface hosts='*.dns' address='10.0.0.1'/> 	<interface hosts='**' address='10.x.x.x' netmask='255.x.x.x'/> </config>"")",,,
targetDc-15-20240613-07:46:49-6431,param,,,*.controller.hy.apps,"""SmartHomeAppEndToEnd""",,,
targetDc-15-20240613-07:46:49-6431,param,,,*.controller.ns.dns,"""10.0.0.1""",,,
targetDc-15-20240613-07:46:49-6431,param,,,**.dc.**.enableQueue,false,,,
targetDc-15-20240613-07:46:49-6431,param,,,**.dc.**.hasCloudEvents,false,,,
targetDc-15-20240613-07:46:49-6431,param,,,**.dc.serviceDeployed,"""service""",,,
targetDc-15-20240613-07:46:49-6431,param,,,**.fg.**.enableQueue,false,,,
targetDc-15-20240613-07:46:49-6431,param,,,**.fg.**.hasCloudEvents,false,,,
targetDc-15-20240613-07:46:49-6431,param,,,**.fg.serviceDeployed,"""service2""",,,
targetDc-15-20240613-07:46:49-6431,param,,,**.dc.stack.numApps,1,,,
targetDc-15-20240613-07:46:49-6431,param,,,**.dc.stack.app[0].typename,"""SimService""",,,
targetDc-15-20240613-07:46:49-6431,param,,,**.dc.stack.app[0].replyDelay,0s,,,
targetDc-15-20240613-07:46:49-6431,param,,,**.dc.stack.app[0].localPort,443,,,
targetDc-15-20240613-07:46:49-6431,param,,,**.fg.stack.numApps,1,,,
targetDc-15-20240613-07:46:49-6431,param,,,**.fg.stack.app[0].typename,"""SimService""",,,
targetDc-15-20240613-07:46:49-6431,param,,,**.fg.stack.app[0].replyDelay,0s,,,
targetDc-15-20240613-07:46:49-6431,param,,,**.fg.stack.app[0].localPort,443,,,
targetDc-17-20240613-07:46:51-6431,runattr,,,configname,targetDc,,,
targetDc-17-20240613-07:46:51-6431,runattr,,,datetime,20240613-07:46:51,,,
targetDc-17-20240613-07:46:51-6431,runattr,,,experiment,targetDc,,,
targetDc-17-20240613-07:46:51-6431,runattr,,,inifile,omnetpp.ini,,,
targetDc-17-20240613-07:46:51-6431,runattr,,,iterationvars,,,,
targetDc-17-20240613-07:46:51-6431,runattr,,,iterationvarsf,,,,
targetDc-17-20240613-07:46:51-6431,runattr,,,measurement,,,,
targetDc-17-20240613-07:46:51-6431,runattr,,,network,SimpleFogNetwork,,,
targetDc-17-20240613-07:46:51-6431,runattr,,,processid,6431,,,
targetDc-17-20240613-07:46:51-6431,runattr,,,repetition,17,,,
targetDc-17-20240613-07:46:51-6431,runattr,,,replication,#17,,,
targetDc-17-20240613-07:46:51-6431,runattr,,,resultdir,results,,,
targetDc-17-20240613-07:46:51-6431,runattr,,,runnumber,17,,,
targetDc-17-20240613-07:46:51-6431,runattr,,,seedset,17,,,
targetDc-17-20240613-07:46:51-6431,param,,,*.serviceName,"""service""",,,
targetDc-17-20240613-07:46:51-6431,param,,,**.local.ipv4Delayer.config,"xmldoc(""local.xml"")",,,
targetDc-17-20240613-07:46:51-6431,param,,,**.metropolitan.ipv4Delayer.config,"xmldoc(""metropolitan.xml"")",,,
targetDc-17-20240613-07:46:51-6431,param,,,**.backbone.ipv4Delayer.config,"xmldoc(""backbone.xml"")",,,
targetDc-17-20240613-07:46:51-6431,param,,,*.simData.simSchema.typename,"""SimSchemaMySQL""",,,
targetDc-17-20240613-07:46:51-6431,param,,,*.simData.simSchema.hostName,"""tcp://127.0.0.1:3306""",,,
targetDc-17-20240613-07:46:51-6431,param,,,*.simData.manager.experiment,"""Test""",,,
targetDc-17-20240613-07:46:51-6431,param,,,**.ipv4.arp.typename,"""GlobalArp""",,,
targetDc-17-20240613-07:46:51-6431,param,,,*.*.ipv4.routingTable.netmaskRoutes,"""""",,,
targetDc-17-20240613-07:46:51-6431,param,,,*.dc.numBlades,40,,,
targetDc-17-20240613-07:46:51-6431,param,,,*.dc.blade[*].staticAppAssignment,false,,,
targetDc-17-20240613-07:46:51-6431,param,,,*.dc.blade[*].isVirtualHardware,true,,,
targetDc-17-20240613-07:46:51-6431,param,,,*.dc.blade[*].maxUsers,16,,,
targetDc-17-20240613-07:46:51-6431,param,,,*.dc.blade[*].maxVMs,16,,,
targetDc-17-20240613-07:46:51-6431,param,,,*.dc.blade[*].numCpuCores,16,,,
targetDc-17-20240613-07:46:51-6431,param,,,*.dc.blade[*].memorySize,64GB,,,
targetDc-17-20240613-07:46:51-6431,param,,,*.dc.blade[*].diskSize,4000GB,,,
targetDc-17-20240613-07:46:51-6431,param,,,*.dc.blade[*].diskReadBandwidth,500Mbps,,,
targetDc-17-20240613-07:46:51-6431,param,,,*.dc.blade[*].diskWriteBandwidth,500Mbps,,,
targetDc-17-20240613-07:46:51-6431,param,,,*.dc.blade[*].cpu.cpuCore[*].speed,60000,,,
targetDc-17-20240613-07:46:51-6431,param,,,*.dc.blade[*].cpu.cpuCore[*].tick,60s,,,
targetDc-17-20240613-07:46:51-6431,param,,,*.fg.numBlades,10,,,
targetDc-17-20240613-07:46:51-6431,param,,,*.fg.blade[*].staticAppAssignment,false,,,
targetDc-17-20240613-07:46:51-6431,param,,,*.fg.blade[*].isVirtualHardware,true,,,
targetDc-17-20240613-07:46:51-6431,param,,,*.fg.blade[*].maxUsers,8,,,
targetDc-17-20240613-07:46:51-6431,param,,,*.fg.blade[*].maxVMs,8,,,
targetDc-17-20240613-07:46:51-6431,param,,,*.fg.blade[*].numCpuCores,8,,,
targetDc-17-20240613-07:46:51-6431,param,,,*.fg.blade[*].memorySize,16GB,,,
targetDc-17-20240613-07:46:51-6431,param,,,*.fg.blade[*].diskSize,2000GB,,,
targetDc-17-20240613-07:46:51-6431,param,,,*.fg.blade[*].diskReadBandwidth,500Mbps,,,
targetDc-17-20240613-07:46:51-6431,param,,,*.fg.blade[*].diskWriteBandwidth,500Mbps,,,
targetDc-17-20240613-07:46:51-6431,param,,,*.fg.blade[*].cpu.cpuCore[*].speed,60000,,,
targetDc-17-20240613-07:46:51-6431,param,,,*.fg.blade[*].cpu.cpuCore[*].tick,60s,,,
targetDc-17-20240613-07:46:51-6431,param,,,*.configurator.config,"xml(""<config> 	<interface hosts='*.dns' address='10.0.0.1'/> 	<interface hosts='**' address='10.x.x.x' netmask='255.x.x.x'/> </config>"")",,,
targetDc-17-20240613-07:46:51-6431,param,,,*.controller.hy.apps,"""SmartHomeAppEndToEnd""",,,
targetDc-17-20240613-07:46:51-6431,param,,,*.controller.ns.dns,"""10.0.0.1""",,,
targetDc-17-20240613-07:46:51-6431,param,,,**.dc.**.enableQueue,false,,,
targetDc-17-20240613-07:46:51-6431,param,,,**.dc.**.hasCloudEvents,false,,,
targetDc-17-20240613-07:46:51-6431,param,,,**.dc.serviceDeployed,"""service""",,,
targetDc-17-20240613-07:46:51-6431,param,,,**.fg.**.enableQueue,false,,,
targetDc-17-20240613-07:46:51-6431,param,,,**.fg.**.hasCloudEvents,false,,,
targetDc-17-20240613-07:46:51-6431,param,,,**.fg.serviceDeployed,"""service2""",,,
targetDc-17-20240613-07:46:51-6431,param,,,**.dc.stack.numApps,1,,,
targetDc-17-20240613-07:46:51-6431,param,,,**.dc.stack.app[0].typename,"""SimService""",,,
targetDc-17-20240613-07:46:51-6431,param,,,**.dc.stack.app[0].replyDelay,0s,,,
targetDc-17-20240613-07:46:51-6431,param,,,**.dc.stack.app[0].localPort,443,,,
targetDc-17-20240613-07:46:51-6431,param,,,**.fg.stack.numApps,1,,,
targetDc-17-20240613-07:46:51-6431,param,,,**.fg.stack.app[0].typename,"""SimService""",,,
targetDc-17-20240613-07:46:51-6431,param,,,**.fg.stack.app[0].replyDelay,0s,,,
targetDc-17-20240613-07:46:51-6431,param,,,**.fg.stack.app[0].localPort,443,,,
targetDc-14-20240613-07:46:48-6431,runattr,,,configname,targetDc,,,
targetDc-14-20240613-07:46:48-6431,runattr,,,datetime,20240613-07:46:48,,,
targetDc-14-20240613-07:46:48-6431,runattr,,,experiment,targetDc,,,
targetDc-14-20240613-07:46:48-6431,runattr,,,inifile,omnetpp.ini,,,
targetDc-14-20240613-07:46:48-6431,runattr,,,iterationvars,,,,
targetDc-14-20240613-07:46:48-6431,runattr,,,iterationvarsf,,,,
targetDc-14-20240613-07:46:48-6431,runattr,,,measurement,,,,
targetDc-14-20240613-07:46:48-6431,runattr,,,network,SimpleFogNetwork,,,
targetDc-14-20240613-07:46:48-6431,runattr,,,processid,6431,,,
targetDc-14-20240613-07:46:48-6431,runattr,,,repetition,14,,,
targetDc-14-20240613-07:46:48-6431,runattr,,,replication,#14,,,
targetDc-14-20240613-07:46:48-6431,runattr,,,resultdir,results,,,
targetDc-14-20240613-07:46:48-6431,runattr,,,runnumber,14,,,
targetDc-14-20240613-07:46:48-6431,runattr,,,seedset,14,,,
targetDc-14-20240613-07:46:48-6431,param,,,*.serviceName,"""service""",,,
targetDc-14-20240613-07:46:48-6431,param,,,**.local.ipv4Delayer.config,"xmldoc(""local.xml"")",,,
targetDc-14-20240613-07:46:48-6431,param,,,**.metropolitan.ipv4Delayer.config,"xmldoc(""metropolitan.xml"")",,,
targetDc-14-20240613-07:46:48-6431,param,,,**.backbone.ipv4Delayer.config,"xmldoc(""backbone.xml"")",,,
targetDc-14-20240613-07:46:48-6431,param,,,*.simData.simSchema.typename,"""SimSchemaMySQL""",,,
targetDc-14-20240613-07:46:48-6431,param,,,*.simData.simSchema.hostName,"""tcp://127.0.0.1:3306""",,,
targetDc-14-20240613-07:46:48-6431,param,,,*.simData.manager.experiment,"""Test""",,,
targetDc-14-20240613-07:46:48-6431,param,,,**.ipv4.arp.typename,"""GlobalArp""",,,
targetDc-14-20240613-07:46:48-6431,param,,,*.*.ipv4.routingTable.netmaskRoutes,"""""",,,
targetDc-14-20240613-07:46:48-6431,param,,,*.dc.numBlades,40,,,
targetDc-14-20240613-07:46:48-6431,param,,,*.dc.blade[*].staticAppAssignment,false,,,
targetDc-14-20240613-07:46:48-6431,param,,,*.dc.blade[*].isVirtualHardware,true,,,
targetDc-14-20240613-07:46:48-6431,param,,,*.dc.blade[*].maxUsers,16,,,
targetDc-14-20240613-07:46:48-6431,param,,,*.dc.blade[*].maxVMs,16,,,
targetDc-14-20240613-07:46:48-6431,param,,,*.dc.blade[*].numCpuCores,16,,,
targetDc-14-20240613-07:46:48-6431,param,,,*.dc.blade[*].memorySize,64GB,,,
targetDc-14-20240613-07:46:48-6431,param,,,*.dc.blade[*].diskSize,4000GB,,,
targetDc-14-20240613-07:46:48-6431,param,,,*.dc.blade[*].diskReadBandwidth,500Mbps,,,
targetDc-14-20240613-07:46:48-6431,param,,,*.dc.blade[*].diskWriteBandwidth,500Mbps,,,
targetDc-14-20240613-07:46:48-6431,param,,,*.dc.blade[*].cpu.cpuCore[*].speed,60000,,,
targetDc-14-20240613-07:46:48-6431,param,,,*.dc.blade[*].cpu.cpuCore[*].tick,60s,,,
targetDc-14-20240613-07:46:48-6431,param,,,*.fg.numBlades,10,,,
targetDc-14-20240613-07:46:48-6431,param,,,*.fg.blade[*].staticAppAssignment,false,,,
targetDc-14-20240613-07:46:48-6431,param,,,*.fg.blade[*].isVirtualHardware,true,,,
targetDc-14-20240613-07:46:48-6431,param,,,*.fg.blade[*].maxUsers,8,,,
targetDc-14-20240613-07:46:48-6431,param,,,*.fg.blade[*].maxVMs,8,,,
targetDc-14-20240613-07:46:48-6431,param,,,*.fg.blade[*].numCpuCores,8,,,
