run,type,module,name,attrname,attrvalue,vectime,vecvalue
targetFog-0-20250510-21:00:43-59548,vector,BigNet.usersA[0].controller.apps.appModule[0].app,roundTripTime:vector,,,"67.417934456848 70.187664118418 72.941898902426 75.866351276223 127.417937252841 130.187669182661 132.941894985751 135.866354803727 187.417930251721 190.187665456464 192.94189819143 195.866360415763 247.417933387361 250.187664124827 252.941901039847 255.866353124002 307.417932068587 310.187675480523 312.941897804082 315.86635471851 367.417930656459 370.187672713359 373.941893681694 375.866354242359 427.417939022641 430.187665244516 432.941894280489 435.866358739558 487.417930288134 491.187673082525 492.941891983824 495.866352417208 547.417935615731 550.18767290693 552.941900579213 555.866351649749 607.417931103152 610.187674504157 612.941894159577 615.866358805692 667.417938649391 670.187668426772 672.94190074445 675.8663559058 727.417932129846 730.187664532953 732.941893883017 735.866352845855 787.417931847436 790.187674732261 792.941893029903 795.866354867404 847.417931436685 850.187666341398 852.941892590482 855.866351288421 907.417937625449 910.187665825919 912.94189143176 915.866357697789 967.417931695223 970.187667952086 972.941891628996 976.866351766937 1027.417932259409 1030.187818480106 1032.941893204157 1035.866358409096 1088.417940916986 1090.187671464821 1092.941894626379 1095.866358109623 1147.417930424401 1150.187669751564 1152.941898523298 1155.866353132266 1207.417940264005 1211.187668260113 1212.941894149197 1215.86634959871 1267.417930214499 1270.187668935739 1272.941893586922 1275.866349517443 1327.417934443009 1330.187666155908 1332.941900938971 1335.866356475818 1387.41793257343 1390.187665472101 1392.941900773234 1395.866354646421 1447.417943104247 1450.187669161761 1452.941901971932 1455.866356166977 1507.417933438413 1510.187663066496 1512.941891793327 1515.866356294664 1567.417930641484 1570.187674446589 1572.941897503103 1575.866351799312 1627.417934154902 1630.18766393881 1632.941897272989 1636.866349969305 1687.41793061944 1690.187666924726 1692.941898438159 1695.866352266115 1747.417929666584 1750.187664199015 1752.941899551498 1755.866360574079 1807.417935830951 1810.187664718745 1812.94190058602 1815.866351061499 1867.417941683597 1870.187672906592 1872.941898638516 1875.866350273017 1927.417929460025 1930.187664285533 1932.944536441181 1935.866357450952 1987.417932697659 1990.187663312325 1992.941896392121 1995.866350657605 2047.41793005256 2050.18766575381 2052.941901628808 2055.866353852118 2107.417935637249 2110.187663775234 2112.941891295449 2115.866358358357 2167.417935357577 2170.187672093438 2172.941895435533 2175.866355136369 2227.41793648937 2230.187666893369 2232.94189425284 2235.866353081477 2287.417933151453 2290.18766350252 2292.9418945329 2295.866360850325 2347.417942393149 2350.187667556422 2352.941891661385 2355.866349695175 2407.417933228923 2411.187664486009 2412.941897117236 2415.866355275333 2467.417932548339 2470.187665864269 2472.941893249801 2475.866354396528 2527.417934551077 2530.18766455899 2532.941894113639 2535.866353782238 2587.417935333082 2590.187666213567 2592.941895227752 2595.866353201015 2647.417936047379 2650.187671620709 2652.941891861338 2655.866351289025 2707.417939680859 2710.187664293717 2712.941892716647 2715.866357933723 2767.417931869728 2770.18766535542 2772.941891529258 2775.866360525829 2827.417931653623 2830.187664417289 2832.94189389389 2835.866351102381 2887.41793058515 2890.187666233517 2892.94189794074 2895.866352323277 2947.417936571484 2950.187663665713 2952.941891389852 2956.86635011405 3007.417930535107 3010.187663911633 3012.941896472679 3015.866360515455 3067.417935053877 3070.187665875046 3072.941896011676 3075.86635136492 3127.417938020209 3130.187670034305 3132.941902367542 3135.86635396947 3187.417940695164 3190.187663031186 3192.941892380321 3195.866351461963 3247.417935437982 3250.187664343073 3252.941892576853 3255.866351633116 3307.417930194516 3310.187665418567 3312.941963763232 3315.866352256601 3367.417931335975 3370.187674448764 3372.941892568457 3375.866354492261 3427.417935982469 3430.187675173796 3432.941894862417 3435.866352125841 3487.417930859951 3490.187674381314 3492.941894359391 3495.866361189187 3547.417935029902 3550.187664391316 3552.941896688885 3555.866355049454","0.42402405287001 0.42402049154001 0.42402695825301 0.424021346841 0.42402684886301 0.424025555783 0.42402304157798 0.42402487434501 0.42401984774301 0.424021829586 0.42402624725699 0.42403048638099 0.424022983383 0.42402049794899 0.424029095674 0.42402319461999 0.42402166460897 0.42403185364503 0.42402585990897 0.424024789128 0.424020252481 0.42402908648103 1.424021737521 0.424024312977 0.42402861866304 0.424021617638 0.424022336316 0.42402881017603 0.42401988415605 1.424029455647 0.424020039651 0.42402248782599 0.42402521175302 0.42402928005197 0.42402863504003 0.42402172036691 0.42402069917398 0.42403087727905 0.42402221540408 0.42402887630999 0.42402824541296 0.42402479989403 0.42402880027703 0.42402597641797 0.42402172586799 0.42402090607504 0.42402193884402 0.42402291647295 0.42402144345795 0.42403110538305 0.42402108573003 0.42402493802194 0.42402103270695 0.42402271451999 0.42402064630903 0.42402135903899 0.42402722147096 0.42402219904102 0.42401948758697 0.42402776840697 0.42402129124491 0.42402432520805 0.42401968482307 1.424021837555 0.42402185543096 0.4241748532279 0.42402125998387 0.42402847971402 1.4240305130081 0.42402783794319 0.42402268220599 0.42402818024107 0.42402002042309 0.42402612468618 0.42402657912498 0.42402320288397 0.42402986002708 1.4240246332351 0.4240222050239 0.42401966932812 0.42401981052103 0.42402530886102 0.42402164274881 0.42401958806113 0.42402403903111 0.42402252903003 0.42402899479794 0.42402654643615 0.42402216945197 0.42402184522302 0.42402882906094 0.42402471703895 0.42403270026898 0.42402553488319 0.42403002775882 0.42402623759517 0.42402303443509 0.42401943961818 0.42401984915386 0.42402636528209 0.42402023750606 0.42403081971111 0.42402555893 0.42402186993013 0.42402375092411 0.42402031193205 0.42402532881579 1.4240200399231 0.42402021546195 0.42402329784818 0.42402649398582 0.42402233673306 0.42401926260595 0.42402057213712 0.42402760732489 0.42403064469704 0.424025426973 0.42402109186719 0.42402864184692 0.4240211321171 0.42403127961916 0.4240292797142 0.42402669434296 0.42402034363499 0.42401905604697 0.42402065865508 0.42666449700801 0.42402752157 0.42402229368099 0.42401968544709 0.42402444794789 0.42402072822301 0.42401964858209 0.42402212693196 0.42402968463512 0.42402392273561 0.42402523327064 0.42402014835579 0.424019351276 0.42402842897491 0.42402495359875 0.42402846655978 0.42402349136 0.4240252069867 0.42402608539169 0.42402326649108 0.42402230866719 0.42402315209483 0.42402274747474 0.42401987564199 0.42402258872698 0.42403092094264 0.424031989171 0.42402392954364 0.4240197172121 0.42401976579276 0.42402282494504 1.4240208591309 0.424025173063 0.42402534595067 0.42402214436061 0.424022237391 0.42402130562823 0.42402446714595 0.42402414709886 0.42402093211194 0.4240221694663 0.42402385285595 0.42402492910378 0.42402258668881 0.42402328357912 0.4240232716329 0.42402564340091 0.4240279938308 0.42401991716497 0.42402135964267 0.4240292768809 0.42402066683871 0.42402077247425 0.42402800434093 0.42402146574977 0.4240217285419 0.42401958508526 0.42403059644676 0.42402124964474 0.42402079041085 0.42402194971692 0.42402117299889 0.42402018117173 0.42402260663903 0.42402599656725 0.42402239389457 0.42402616750587 0.4240200388349 0.42401944567928 1.4240201846678 0.4240201311286 0.42402028475499 0.42402452850592 0.4240305860726 0.42402464989891 0.42402224816806 0.42402406750307 0.42402143553772 0.42402761623089 0.42402640742694 0.424030423369 0.42402404008772 0.42403029118577 0.42401940430773 0.42402043614811 0.42402153258081 0.42402503400399 0.42402071619472 0.42402063267991 0.42402170373362 0.42401979053784 0.42402179168903 0.42409181905896 0.42402232721861 0.42402093199689 0.42403082188594 0.42402062428391 0.42402456287891 0.42402557849073 0.42403154691783 0.42402291824419 0.42402219645874 0.42402045597282 0.42403075443599 0.42402241521813 0.42403125980491 0.42402462592372 0.42402076443796 0.42402474471191 0.42402512007175"
targetFog-0-20250510-21:00:43-59548,attr,BigNet.usersA[0].controller.apps.appModule[0].app,roundTripTime:vector,interpolationmode,none,,
targetFog-0-20250510-21:00:43-59548,attr,BigNet.usersA[0].controller.apps.appModule[0].app,roundTripTime:vector,recordingmode,vector,,
targetFog-0-20250510-21:00:43-59548,attr,BigNet.usersA[0].controller.apps.appModule[0].app,roundTripTime:vector,title,round trip time,,
targetFog-0-20250510-21:00:43-59548,attr,BigNet.usersA[0].controller.apps.appModule[0].app,roundTripTime:vector,unit,s,,
targetFog-0-20250510-21:00:43-59548,vector,BigNet.usersD[0].controller.apps.appModule[0].app,roundTripTime:vector,,,"67.649913241532 70.26680602349 73.257564548637 76.063246929723 129.228600898391 130.265335547847 133.255802484738 136.066131440651 187.646648391842 190.276862431933 193.251396445918 196.06910968935 247.657478369493 250.268805272715 253.251277857975 256.060302973938 307.652907554104 310.274334173653 313.252704937679 316.05872314434 367.667179045719 370.270299625246 373.26599051702 376.050751748136 427.644132588059 430.279506646152 433.250120629583 436.050708780805 487.652714086951 490.265658350834 493.258682373917 496.057230751412 547.653892840674 550.268995468377 554.250113390181 559.055458169497 607.648931016661 610.267570219777 613.260636255866 617.052227811319 667.64700961952 670.266550803829 673.258321017778 676.060580102208 727.644747036697 730.272712969736 733.250111841524 736.052031316074 787.652441635697 790.274062189906 793.261194860495 796.051212456084 847.646171665478 850.26546337714 853.257637262209 856.061281576745 907.647107734733 910.273230295283 913.258462333725 916.059305067012 967.649018960888 970.264072373664 973.260104402964 976.05070884112 1027.657078587505 1030.270366526349 1033.263389593405 1036.058381882232 1087.646640736364 1090.269572923229 1093.26220468696 1096.052359389937 1147.648282921273 1150.265580625419 1153.250946786921 1156.057969573123 1207.650313045405 1210.275337447157 1214.265534021954 1217.050711584458 1267.649370449941 1270.274536499024 1273.254229921531 1276.071950788085 1327.655391094572 1330.266373799603 1333.262131368169 1336.054435257853 1387.651052924702 1390.270778652229 1393.261841954927 1396.056695979615 1447.644679554131 1450.269836589529 1453.266320909227 1456.050841451923 1507.655147555633 1510.271960662675 1513.266290610084 1516.059834943635 1567.646648700832 1570.279839574189 1573.253067730741 1576.059019838014 1627.655987738447 1630.262491462971 1633.269500485353 1636.052419734618 1687.663000785849 1690.26443310854 1693.263069338033 1696.052626081628 1747.646320515324 1750.262868874695 1754.255894452852 1756.051320680763 1807.654806518022 1810.270050322832 1813.254770182727 1816.056613275238 1867.653034474697 1870.281582935965 1873.26108739373 1876.061080952616 1927.653882069163 1930.272727708881 1933.255982632542 1936.058647656929 1987.644102524225 1990.266288034539 1993.252200858013 1996.063349612745 2047.649337110507 2050.275065403903 2053.255053811646 2056.066548297329 2107.647419149319 2110.273652906382 2113.257440743698 2116.053502976738 2167.647473109988 2170.264429898082 2173.256688333259 2176.054299922673 2227.647530656878 2230.282694031436 2233.257506246202 2236.057949918127 2287.647186212973 2290.27119552934 2293.258666145536 2296.053134928039 2347.662599177481 2350.266984819511 2353.252442670956 2356.059932771694 2407.648418035853 2410.274634116188 2413.256537292661 2416.060955605241 2467.648523294221 2470.271393848387 2473.254695799079 2476.054816010635 2527.64836875039 2530.265849825601 2533.254543487853 2536.055336667651 2587.645985241622 2590.267798465585 2593.251896383648 2597.057526046582 2647.657139155459 2650.27671320279 2653.250538480703 2656.050717965068 2707.647368582504 2710.267471426316 2713.259379775131 2716.057079719018 2767.651452912595 2770.275767203552 2773.25608161898 2776.061215884076 2827.648048443677 2830.265997128381 2833.25358311947 2836.05360030246 2887.649261668086 2890.264452387106 2893.251214015676 2896.058418620914 2947.646809399584 2950.268089241795 2953.266872517356 2956.05731254448 3007.644103469087 3010.265378347493 3013.2594617451 3016.053033072001 3067.647397155083 3070.274287717245 3073.262305422964 3076.055512161562 3127.655188153366 3130.265492488861 3133.253477959315 3136.050778424446 3187.649655083909 3190.267327727044 3193.252802956537 3196.062610965 3247.64674003212 3250.269434608419 3253.258567670081 3256.063090031248 3307.649981941424 3310.272937573893 3313.252361381474 3316.051800541764 3367.651102848 3370.267246117643 3373.250114207999 3376.061434222218 3427.647843098574 3430.264458577426 3433.254976142427 3436.064334817644 3488.648080848654 3490.273137719794 3493.257783669663 3496.055426074689 3547.651224765971 3550.267031421648 3553.250117408001 3556.052004486698","0.50983733983701 0.508369060123 0.51147661911499 0.51656193402499 2.088524996696 0.50689858448001 0.50971455521599 0.51944644495299 0.50657249014702 0.51842546856599 0.50530851639601 0.522424693652 0.51740246779801 0.510368309348 0.50518992845301 0.51361797824001 0.51283165240898 0.51589721028603 0.50661700815698 0.51203814864198 0.52710314402395 0.51186266187898 0.519902587498 0.50406675243801 0.50405668636398 0.52106968278503 0.50403270006098 0.50402378510699 0.51263818525598 0.50722138746698 0.51259444439501 0.51054575571396 0.51381693897895 0.51055850500995 1.504025460659 3.508773173799 0.50885511496597 0.50913325641 0.51454832634397 1.505542815621 0.50693371782495 0.50811384046199 0.51223308825604 0.51389510650995 0.50467113500201 0.51427600636896 0.50402391200203 0.50534632037602 0.51236573400195 0.51562522653899 0.51510693097305 0.50452746038593 0.50609576378292 0.50702641377302 0.51154933268697 0.51459658104693 0.50703183303801 0.51479333191594 0.512374404203 0.51262007131402 0.50894305919292 0.50563541029703 0.51401647344198 0.50402384542201 0.51700268580998 0.511929562982 0.51730166388302 0.51169688653408 0.50656483466901 0.51113595986203 0.51611675743789 0.50567439423912 0.50820701957809 0.50714366205216 0.50485885739909 0.51128457742516 0.51023714371013 0.5169004837901 1.519446092432 1.5040265887601 0.50929454824609 0.51609953565708 0.50814199200909 0.52526579238702 0.5153151928771 0.50793683623601 0.51604343864688 0.50775026215501 0.51097702300717 0.51234168886208 0.51575402540493 0.51001098391703 0.50460365243612 0.51139962616207 0.52023297970504 0.50415645622502 0.51507165393809 0.51352369930805 0.52020268056208 0.51314994793711 0.50657279913707 0.52140261082218 0.5069798012189 0.51233484231602 0.51591183675214 0.50405449960408 0.52341255583087 0.50573473892018 0.52292488415401 0.50599614517319 0.5169814085109 0.50594108593009 0.50624461362918 0.50443191132808 1.5098065233299 0.50463568506507 0.51473061632714 0.51161335946517 0.50868225320505 0.50992827953996 0.51295857300215 0.52314597259806 0.5149994642079 0.51439595691818 0.51380616746815 0.51429074551402 0.50989470301988 0.51196266123111 0.50402662253009 0.50785107117213 0.50611292849089 0.51666461704713 0.50926120881195 0.5166284405359 0.50896588212436 0.51986330163118 0.50734324762379 0.51521594301494 0.51135281417601 0.50681798104006 0.50739720829279 0.50599293471487 0.51060040373704 0.50761492697529 0.50745475518261 0.52425706806889 0.51141831668019 0.51126492242929 0.50711031127776 0.51275856597294 0.51257821601439 0.50644993234118 0.52252327578572 0.50854785614411 0.50635474143428 0.51324777599621 0.50834213415783 0.51619715282095 0.51044936313929 0.51427060954302 0.5084473925258 0.51295688502023 0.50860786955718 0.50813101493713 0.50829284869496 0.5074128622341 0.50845555833121 0.50865167195298 0.5059093399268 0.50936150221787 0.50580845412605 1.5108410508842 0.51706325376381 0.5182762394229 0.50445055118098 0.5040329693702 0.50729268080886 0.50903446294888 0.51329184560927 0.51039472332013 0.51137701089965 0.51733024018495 0.50999368945804 0.51453088837798 0.50797254198187 0.50756016501418 0.50749518994826 0.50691530676204 0.5091857663906 0.50601542373897 0.50512608615418 0.51173362521604 0.50673349788894 0.50965227842789 0.52078458783399 0.51062754878194 0.50402756739186 0.50694138412609 0.51337381557823 0.50634807630286 0.507321253388 0.51585075387811 0.51621749344213 0.5088271658642 0.51511225167087 0.50705552549425 0.50739002979299 0.50409342874809 0.50957918221366 0.50889076367685 0.50671502701516 0.51592596930186 0.50666413042472 0.51099764505216 0.51247974055923 0.51640503555018 0.50990603972878 0.51450061052628 0.50627345195198 0.50511554606601 0.51102694630481 0.50880915427615 0.50402627847734 0.51474922652005 0.50776719687883 0.50602161405914 0.50888821290528 0.51764982194618 1.5080049469589 0.51470075642692 0.51169574014102 0.50874107899108 0.51114886427558 0.5085944582811 0.50402947847897 0.50531949100014"
targetFog-0-20250510-21:00:43-59548,attr,BigNet.usersD[0].controller.apps.appModule[0].app,roundTripTime:vector,interpolationmode,none,,
targetFog-0-20250510-21:00:43-59548,attr,BigNet.usersD[0].controller.apps.appModule[0].app,roundTripTime:vector,recordingmode,vector,,
targetFog-0-20250510-21:00:43-59548,attr,BigNet.usersD[0].controller.apps.appModule[0].app,roundTripTime:vector,title,round trip time,,
targetFog-0-20250510-21:00:43-59548,attr,BigNet.usersD[0].controller.apps.appModule[0].app,roundTripTime:vector,unit,s,,
